Timestamp,Receive port,Protocol,Service,Original bytes,Receive bytes,State,Label
2018-09-06 09:44:49,8081.0,tcp,-,0,0,REJ,Benign
2018-09-06 09:44:49,1.0,icmp,-,80,0,OTH,Benign
2018-09-06 09:44:53,80.0,tcp,-,0,0,REJ,Benign
2018-09-06 09:44:59,123.0,udp,-,96,96,SF,Benign
2018-09-06 09:45:07,0.0,icmp,-,56,0,OTH,Benign
2018-09-06 09:45:08,8081.0,tcp,-,0,0,REJ,Benign
2018-09-06 09:45:11,123.0,udp,-,96,96,SF,Benign
2018-09-06 09:45:14,8081.0,tcp,-,0,0,REJ,Benign
2018-09-06 09:45:19,0.0,icmp,-,56,0,OTH,Benign
2018-09-06 09:45:29,10.0,icmp,-,80,0,OTH,Benign
2018-09-06 09:45:34,1.0,icmp,-,80,0,OTH,Benign
2018-09-06 09:45:35,123.0,udp,-,96,96,SF,Benign
2018-09-06 09:45:36,8081.0,tcp,-,0,0,REJ,Benign
2018-09-06 09:45:37,123.0,udp,-,96,96,SF,Benign
2018-09-06 09:45:39,1.0,icmp,-,80,0,OTH,Benign
2018-09-06 09:45:41,123.0,udp,-,96,96,SF,Benign
2018-09-06 09:45:42,123.0,udp,-,96,96,SF,Benign
2018-09-06 09:45:42,10.0,icmp,-,80,0,OTH,Benign
2018-09-06 09:45:44,80.0,tcp,-,0,0,RSTO,Benign
2018-09-06 09:45:46,80.0,tcp,-,0,0,REJ,Benign
2018-09-06 09:45:46,123.0,udp,-,96,96,SF,Benign
2018-09-06 09:45:51,1.0,icmp,-,56,0,OTH,Benign
2018-09-06 09:45:52,10.0,icmp,-,80,0,OTH,Benign
2018-09-06 09:45:55,10.0,icmp,-,80,0,OTH,Benign
2018-09-06 09:46:01,8081.0,tcp,-,0,0,REJ,Benign
2018-09-06 09:46:02,0.0,icmp,-,80,0,OTH,Benign
2018-09-06 09:46:04,8081.0,tcp,-,0,0,REJ,Benign
2018-09-06 09:46:05,123.0,udp,-,96,96,SF,Benign
2018-09-06 09:46:09,13.0,icmp,-,56,0,OTH,Benign
2018-09-06 09:46:09,80.0,tcp,-,0,0,RSTO,Benign
2018-09-06 09:46:10,13.0,icmp,-,56,0,OTH,Benign
2018-09-06 09:46:18,123.0,udp,-,96,96,SF,Benign
2018-09-06 09:46:21,13.0,icmp,-,56,0,OTH,Benign
2018-09-06 09:46:23,8081.0,tcp,-,0,0,REJ,Benign
2018-09-06 09:46:25,8081.0,tcp,-,0,0,REJ,Benign
2018-09-06 09:46:33,8081.0,tcp,-,0,0,REJ,Benign
2018-09-06 09:46:41,123.0,udp,-,96,96,SF,Benign
2018-09-06 09:46:43,8080.0,tcp,-,0,0,REJ,Benign
2018-09-06 09:46:46,123.0,udp,-,96,96,SF,Benign
2018-09-06 09:46:47,123.0,udp,-,96,96,SF,Benign
2018-09-06 09:46:47,0.0,icmp,-,136,0,OTH,Benign
2018-09-06 09:46:50,123.0,udp,-,96,96,SF,Benign
2018-09-06 09:46:52,123.0,udp,-,96,96,SF,Benign
2018-09-06 09:46:53,1.0,icmp,-,80,0,OTH,Benign
2018-09-06 09:46:55,1.0,icmp,-,80,0,OTH,Benign
2018-09-06 09:46:56,8081.0,tcp,-,0,0,REJ,Benign
2018-09-06 09:46:57,8080.0,tcp,-,0,0,REJ,Benign
2018-09-06 09:47:01,0.0,icmp,-,80,0,OTH,Benign
2018-09-06 09:47:02,10.0,icmp,-,80,0,OTH,Benign
2018-09-06 09:47:03,8080.0,tcp,-,0,0,REJ,Benign
2018-09-06 09:47:12,123.0,udp,-,96,96,SF,Benign
2018-09-06 09:47:15,80.0,tcp,-,0,0,RSTO,Benign
2018-09-06 09:47:17,1.0,icmp,-,80,0,OTH,Benign
2018-09-06 09:47:18,10.0,icmp,-,80,0,OTH,Benign
2018-09-06 09:47:22,0.0,icmp,-,80,0,OTH,Benign
2018-09-06 09:47:23,8081.0,tcp,-,0,0,REJ,Benign
2018-09-06 09:47:25,0.0,icmp,-,80,0,OTH,Benign
2018-09-06 09:47:26,123.0,udp,-,96,96,SF,Benign
2018-09-06 09:47:39,8080.0,tcp,-,0,0,REJ,Benign
2018-09-06 09:47:42,8080.0,tcp,-,0,0,REJ,Benign
2018-09-06 09:47:43,0.0,icmp,-,80,0,OTH,Benign
2018-09-06 09:47:46,10.0,icmp,-,80,0,OTH,Benign
2018-09-06 09:47:47,10.0,icmp,-,80,0,OTH,Benign
2018-09-06 09:47:47,0.0,icmp,-,80,0,OTH,Benign
2018-09-06 09:47:50,123.0,udp,-,96,96,SF,Benign
2018-09-06 09:47:52,10.0,icmp,-,80,0,OTH,Benign
2018-09-06 09:47:53,8081.0,tcp,-,0,0,REJ,Benign
2018-09-06 09:47:53,123.0,udp,-,96,96,SF,Benign
2018-09-06 09:47:54,123.0,udp,-,96,96,SF,Benign
2018-09-06 09:47:58,123.0,udp,-,96,96,SF,Benign
2018-09-06 09:48:00,123.0,udp,-,96,96,SF,Benign
2018-09-06 09:48:00,10.0,icmp,-,80,0,OTH,Benign
2018-09-06 09:48:09,8081.0,tcp,-,0,0,REJ,Benign
2018-09-06 09:48:17,10.0,icmp,-,80,0,OTH,Benign
2018-09-06 09:48:20,80.0,tcp,-,0,0,RSTO,Benign
2018-09-06 09:48:21,123.0,udp,-,96,96,SF,Benign
2018-09-06 09:48:24,8081.0,tcp,-,0,0,REJ,Benign
2018-09-06 09:48:28,80.0,tcp,-,0,0,REJ,Benign
2018-09-06 09:48:29,10.0,icmp,-,80,0,OTH,Benign
2018-09-06 09:48:31,80.0,tcp,-,0,0,RSTO,Benign
2018-09-06 09:48:34,13.0,icmp,-,56,0,OTH,Benign
2018-09-06 09:48:34,123.0,udp,-,96,96,SF,Benign
2018-09-06 09:48:36,80.0,tcp,-,0,0,RSTO,Benign
2018-09-06 09:48:44,8081.0,tcp,-,0,0,REJ,Benign
2018-09-06 09:48:44,13.0,icmp,-,56,0,OTH,Benign
2018-09-06 09:48:51,8080.0,tcp,-,0,0,REJ,Benign
2018-09-06 09:48:55,0.0,icmp,-,56,0,OTH,Benign
2018-09-06 09:48:56,0.0,icmp,-,80,0,OTH,Benign
2018-09-06 09:48:57,123.0,udp,-,96,96,SF,Benign
2018-09-06 09:49:01,123.0,udp,-,96,96,SF,Benign
2018-09-06 09:49:03,123.0,udp,-,96,96,SF,Benign
2018-09-06 09:49:04,123.0,udp,-,96,96,SF,Benign
2018-09-06 09:49:05,0.0,icmp,-,80,0,OTH,Benign
2018-09-06 09:49:07,123.0,udp,-,96,96,SF,Benign
2018-09-06 09:49:08,80.0,tcp,-,0,0,REJ,Benign
2018-09-06 09:49:10,80.0,tcp,-,0,0,REJ,Benign
2018-09-06 09:49:15,8081.0,tcp,-,0,0,RSTO,Benign
2018-09-06 09:49:23,1.0,icmp,-,80,0,OTH,Benign
2018-09-06 09:49:24,0.0,icmp,-,136,0,OTH,Benign
2018-09-06 09:49:26,80.0,tcp,-,0,0,RSTO,Benign
2018-09-06 09:49:27,1.0,icmp,-,80,0,OTH,Benign
2018-09-06 09:49:27,0.0,icmp,-,80,0,OTH,Benign
2018-09-06 09:49:28,8080.0,tcp,-,0,0,REJ,Benign
2018-09-06 09:49:28,8081.0,tcp,-,0,0,REJ,Benign
2018-09-06 09:49:29,123.0,udp,-,96,96,SF,Benign
2018-09-06 09:49:33,0.0,icmp,-,80,0,OTH,Benign
2018-09-06 09:49:39,8080.0,tcp,-,0,0,REJ,Benign
2018-09-06 09:49:39,8080.0,tcp,-,0,0,REJ,Benign
2018-09-06 09:49:40,123.0,udp,-,96,96,SF,Benign
2018-09-06 09:49:45,8080.0,tcp,-,0,0,REJ,Benign
2018-09-06 09:49:49,8081.0,tcp,-,0,0,REJ,Benign
2018-09-06 09:49:54,13.0,icmp,-,80,0,OTH,Benign
2018-09-06 09:49:59,8081.0,tcp,-,0,0,REJ,Benign
2018-09-06 09:50:00,0.0,icmp,-,80,0,OTH,Benign
2018-09-06 09:50:05,8081.0,tcp,-,0,0,REJ,Benign
2018-09-06 09:50:09,123.0,udp,-,96,96,SF,Benign
2018-09-06 09:50:09,123.0,udp,-,96,96,SF,Benign
2018-09-06 09:50:09,0.0,icmp,-,80,0,OTH,Benign
2018-09-06 09:50:12,123.0,udp,-,96,96,SF,Benign
2018-09-06 09:50:13,123.0,udp,-,96,96,SF,Benign
2018-09-06 09:50:23,0.0,icmp,-,56,0,OTH,Benign
2018-09-06 09:50:25,8081.0,tcp,-,0,0,REJ,Benign
2018-09-06 09:50:29,8080.0,tcp,-,0,0,REJ,Benign
2018-09-06 09:50:29,1.0,icmp,-,56,0,OTH,Benign
2018-09-06 09:50:32,80.0,tcp,-,0,0,REJ,Benign
2018-09-06 09:50:34,8080.0,tcp,-,0,0,REJ,Benign
2018-09-06 09:50:36,123.0,udp,-,96,96,SF,Benign
2018-09-06 09:50:38,0.0,icmp,-,136,0,OTH,Benign
2018-09-06 09:50:40,8081.0,tcp,-,0,0,REJ,Benign
2018-09-06 09:50:40,13.0,icmp,-,56,0,OTH,Benign
2018-09-06 09:50:44,8081.0,tcp,-,0,0,REJ,Benign
2018-09-06 09:50:45,0.0,icmp,-,56,0,OTH,Benign
2018-09-06 09:50:49,123.0,udp,-,96,96,SF,Benign
2018-09-06 09:50:53,8081.0,tcp,-,0,0,REJ,Benign
2018-09-06 09:50:58,0.0,icmp,-,80,0,OTH,Benign
2018-09-06 09:51:00,8081.0,tcp,-,0,0,REJ,Benign
2018-09-06 09:51:03,80.0,tcp,-,0,0,RSTO,Benign
2018-09-06 09:51:14,8081.0,tcp,-,0,0,REJ,Benign
2018-09-06 09:51:14,10.0,icmp,-,80,0,OTH,Benign
2018-09-06 09:51:15,13.0,icmp,-,56,0,OTH,Benign
2018-09-06 09:51:18,123.0,udp,-,96,96,SF,Benign
2018-09-06 09:51:18,123.0,udp,-,96,96,SF,Benign
2018-09-06 09:51:18,123.0,udp,-,96,96,SF,Benign
2018-09-06 09:51:20,80.0,tcp,-,0,0,RSTO,Benign
2018-09-06 09:51:21,123.0,udp,-,96,96,SF,Benign
2018-09-06 09:51:24,0.0,icmp,-,80,0,OTH,Benign
2018-09-06 09:51:24,13.0,icmp,-,56,0,OTH,Benign
2018-09-06 09:51:25,0.0,icmp,-,56,0,OTH,Benign
2018-09-06 09:51:28,0.0,icmp,-,80,0,OTH,Benign
2018-09-06 09:51:33,0.0,icmp,-,56,0,OTH,Benign
2018-09-06 09:51:37,1.0,icmp,-,80,0,OTH,Benign
2018-09-06 09:51:44,10.0,icmp,-,80,0,OTH,Benign
2018-09-06 09:51:44,3.0,icmp,-,80,0,OTH,Benign
2018-09-06 09:51:44,123.0,udp,-,96,96,SF,Benign
2018-09-06 09:51:45,8081.0,tcp,-,0,0,REJ,Benign
2018-09-06 09:51:45,22.0,tcp,-,168,444,SF,Benign
2018-09-06 09:51:46,8081.0,tcp,-,0,0,REJ,Benign
2018-09-06 09:51:47,13.0,icmp,-,56,0,OTH,Benign
2018-09-06 09:51:47,13.0,icmp,-,56,0,OTH,Benign
2018-09-06 09:51:49,80.0,tcp,-,0,0,REJ,Benign
2018-09-06 09:51:55,1.0,icmp,-,80,0,OTH,Benign
2018-09-06 09:51:56,123.0,udp,-,96,96,SF,Benign
2018-09-06 09:51:56,8081.0,tcp,-,0,0,REJ,Benign
2018-09-06 09:51:59,10.0,icmp,-,80,0,OTH,Benign
2018-09-06 09:52:01,8081.0,tcp,-,0,0,REJ,Benign
2018-09-06 09:52:12,8081.0,tcp,-,0,0,REJ,Benign
2018-09-06 09:52:14,8081.0,tcp,-,0,0,REJ,Benign
2018-09-06 09:52:17,10.0,icmp,-,80,0,OTH,Benign
2018-09-06 09:52:18,8080.0,tcp,-,0,0,REJ,Benign
2018-09-06 09:52:20,80.0,tcp,-,0,0,RSTO,Benign
2018-09-06 09:52:21,80.0,tcp,-,0,0,REJ,Benign
2018-09-06 09:52:24,123.0,udp,-,96,96,SF,Benign
2018-09-06 09:52:25,123.0,udp,-,96,96,SF,Benign
2018-09-06 09:52:26,123.0,udp,-,96,96,SF,Benign
2018-09-06 09:52:28,80.0,tcp,-,0,0,RSTO,Benign
2018-09-06 09:52:30,123.0,udp,-,96,96,SF,Benign
2018-09-06 09:52:34,13.0,icmp,-,84,0,OTH,Benign
2018-09-06 09:52:46,8081.0,tcp,-,0,0,REJ,Benign
2018-09-06 09:52:48,8081.0,tcp,-,0,0,RSTO,Benign
2018-09-06 09:52:50,80.0,tcp,-,0,0,REJ,Benign
2018-09-06 09:52:51,123.0,udp,-,96,96,SF,Benign
2018-09-06 09:53:00,8080.0,tcp,-,0,0,REJ,Benign
2018-09-06 09:53:02,8081.0,tcp,-,0,0,REJ,Benign
2018-09-06 09:53:05,123.0,udp,-,96,96,SF,Benign
2018-09-06 09:53:11,13.0,icmp,-,56,0,OTH,Benign
2018-09-06 09:53:19,1.0,icmp,-,80,0,OTH,Benign
2018-09-06 09:53:20,80.0,tcp,-,0,0,RSTO,Benign
2018-09-06 09:53:22,8081.0,tcp,-,0,0,REJ,Benign
2018-09-06 09:53:32,123.0,udp,-,96,96,SF,Benign
2018-09-06 09:53:33,123.0,udp,-,96,96,SF,Benign
2018-09-06 09:53:35,123.0,udp,-,96,96,SF,Benign
2018-09-06 09:53:37,13.0,icmp,-,56,0,OTH,Benign
2018-09-06 09:53:38,10.0,icmp,-,80,0,OTH,Benign
2018-09-06 09:53:39,123.0,udp,-,96,96,SF,Benign
2018-09-06 09:53:41,80.0,tcp,-,0,0,RSTO,Benign
2018-09-06 09:53:43,0.0,icmp,-,80,0,OTH,Benign
2018-09-06 09:53:46,8081.0,tcp,-,0,0,REJ,Benign
2018-09-06 09:53:47,8081.0,tcp,-,0,0,REJ,Benign
2018-09-06 09:53:49,0.0,icmp,-,56,0,OTH,Benign
2018-09-06 09:53:52,8081.0,tcp,-,0,0,REJ,Benign
2018-09-06 09:53:58,123.0,udp,-,96,96,SF,Benign
2018-09-06 09:54:03,0.0,icmp,-,56,0,OTH,Benign
2018-09-06 09:54:12,123.0,udp,-,96,96,SF,Benign
2018-09-06 09:54:19,3.0,icmp,-,80,0,OTH,Benign
2018-09-06 09:54:20,80.0,tcp,-,0,0,REJ,Benign
2018-09-06 09:54:23,13.0,icmp,-,56,0,OTH,Benign
2018-09-06 09:54:30,0.0,icmp,-,80,0,OTH,Benign
2018-09-06 09:54:38,123.0,udp,-,96,96,SF,Benign
2018-09-06 09:54:39,123.0,udp,-,96,96,SF,Benign
2018-09-06 09:54:41,123.0,udp,-,96,96,SF,Benign
2018-09-06 09:54:48,123.0,udp,-,96,96,SF,Benign
2018-09-06 09:54:49,8081.0,tcp,-,0,0,RSTO,Benign
2018-09-06 09:54:51,0.0,icmp,-,80,0,OTH,Benign
2018-09-06 09:54:54,1.0,icmp,-,80,0,OTH,Benign
2018-09-06 09:54:57,8081.0,tcp,-,0,0,REJ,Benign
2018-09-06 09:54:57,17576.0,tcp,-,0,0,REJ,Benign
2018-09-06 09:55:02,0.0,icmp,-,56,0,OTH,Benign
2018-09-06 09:55:04,123.0,udp,-,96,96,SF,Benign
2018-09-06 09:55:05,17576.0,tcp,-,0,0,REJ,Benign
2018-09-06 09:55:10,8081.0,tcp,-,0,0,REJ,Benign
2018-09-06 09:55:10,10.0,icmp,-,80,0,OTH,Benign
2018-09-06 09:55:15,1.0,icmp,-,80,0,OTH,Benign
2018-09-06 09:55:21,123.0,udp,-,96,96,SF,Benign
2018-09-06 09:55:30,8081.0,tcp,-,0,0,REJ,Benign
2018-09-06 09:55:37,8080.0,tcp,-,0,0,REJ,Benign
2018-09-06 09:55:37,1.0,icmp,-,56,0,OTH,Benign
2018-09-06 09:55:40,17576.0,tcp,-,0,0,RSTOS0,Benign
2018-09-06 09:55:44,123.0,udp,-,96,96,SF,Benign
2018-09-06 09:55:46,80.0,tcp,-,0,0,RSTO,Benign
2018-09-06 09:55:48,123.0,udp,-,96,96,SF,Benign
2018-09-06 09:55:48,123.0,udp,-,96,96,SF,Benign
2018-09-06 09:55:51,0.0,icmp,-,80,0,OTH,Benign
2018-09-06 09:55:51,13.0,icmp,-,56,0,OTH,Benign
2018-09-06 09:55:53,0.0,icmp,-,80,0,OTH,Benign
2018-09-06 09:55:57,123.0,udp,-,96,96,SF,Benign
2018-09-06 09:56:01,8081.0,tcp,-,0,0,REJ,Benign
2018-09-06 09:56:06,13.0,icmp,-,56,0,OTH,Benign
2018-09-06 09:56:10,123.0,udp,-,96,96,SF,Benign
2018-09-06 09:56:10,8081.0,tcp,-,0,0,REJ,Benign
2018-09-06 09:56:14,1.0,icmp,-,56,0,OTH,Benign
2018-09-06 09:56:17,8080.0,tcp,-,0,0,REJ,Benign
2018-09-06 09:56:19,1.0,icmp,-,88,0,OTH,Benign
2018-09-06 09:56:21,0.0,icmp,-,80,0,OTH,Benign
2018-09-06 09:56:27,123.0,udp,-,96,96,SF,Benign
2018-09-06 09:56:35,8081.0,tcp,-,0,0,RSTO,Benign
2018-09-06 09:56:41,10.0,icmp,-,80,0,OTH,Benign
2018-09-06 09:56:45,8081.0,tcp,-,0,0,REJ,Benign
2018-09-06 09:56:53,8081.0,tcp,-,0,0,REJ,Benign
2018-09-06 09:56:53,123.0,udp,-,96,96,SF,Benign
2018-09-06 09:56:55,123.0,udp,-,96,96,SF,Benign
2018-09-06 09:56:56,123.0,udp,-,96,96,SF,Benign
2018-09-06 09:57:04,123.0,udp,-,96,96,SF,Benign
2018-09-06 09:57:12,13.0,icmp,-,56,0,OTH,Benign
2018-09-06 09:57:18,123.0,udp,-,96,96,SF,Benign
2018-09-06 09:57:27,3.0,icmp,-,80,0,OTH,Benign
2018-09-06 09:57:28,13.0,icmp,-,56,0,OTH,Benign
2018-09-06 09:57:33,123.0,udp,-,96,96,SF,Benign
2018-09-06 09:57:35,8081.0,tcp,-,0,0,REJ,Benign
2018-09-06 09:57:36,1.0,icmp,-,80,0,OTH,Benign
2018-09-06 09:57:36,1.0,icmp,-,88,0,OTH,Benign
2018-09-06 09:57:36,8081.0,tcp,-,0,0,REJ,Benign
2018-09-06 09:57:39,8081.0,tcp,-,0,0,REJ,Benign
2018-09-06 09:57:45,1.0,icmp,-,112,0,OTH,Benign
2018-09-06 09:57:45,8081.0,tcp,-,0,0,REJ,Benign
2018-09-06 09:57:46,8081.0,tcp,-,0,0,REJ,Benign
2018-09-06 09:57:50,8081.0,tcp,-,0,0,REJ,Benign
2018-09-06 09:57:53,10.0,icmp,-,80,0,OTH,Benign
2018-09-06 09:57:59,8081.0,tcp,-,0,0,RSTO,Benign
2018-09-06 09:57:59,0.0,icmp,-,56,0,OTH,Benign
2018-09-06 09:58:00,123.0,udp,-,96,96,SF,Benign
2018-09-06 09:58:02,123.0,udp,-,96,96,SF,Benign
2018-09-06 09:58:02,123.0,udp,-,96,96,SF,Benign
2018-09-06 09:58:11,123.0,udp,-,96,96,SF,Benign
2018-09-06 09:58:12,13.0,icmp,-,80,0,OTH,Benign
2018-09-06 09:58:12,1.0,icmp,-,80,0,OTH,Benign
2018-09-06 09:58:12,10.0,icmp,-,80,0,OTH,Benign
2018-09-06 09:58:13,8081.0,tcp,-,0,0,REJ,Benign
2018-09-06 09:58:15,0.0,icmp,-,80,0,OTH,Benign
2018-09-06 09:58:20,10.0,icmp,-,80,0,OTH,Benign
2018-09-06 09:58:25,123.0,udp,-,96,96,SF,Benign
2018-09-06 09:58:28,13.0,icmp,-,56,0,OTH,Benign
2018-09-06 09:58:30,0.0,icmp,-,56,0,OTH,Benign
2018-09-06 09:58:35,1.0,icmp,-,80,0,OTH,Benign
2018-09-06 09:58:37,1.0,icmp,-,80,0,OTH,Benign
2018-09-06 09:58:42,123.0,udp,-,96,96,SF,Benign
2018-09-06 09:58:42,8081.0,tcp,-,0,0,REJ,Benign
2018-09-06 09:58:47,13.0,icmp,-,56,0,OTH,Benign
2018-09-06 09:58:49,13.0,icmp,-,84,0,OTH,Benign
2018-09-06 09:58:51,10.0,icmp,-,80,0,OTH,Benign
2018-09-06 09:58:51,0.0,icmp,-,80,0,OTH,Benign
2018-09-06 09:58:54,80.0,tcp,-,0,0,RSTO,Benign
2018-09-06 09:58:54,8080.0,tcp,-,0,0,REJ,Benign
2018-09-06 09:58:57,80.0,tcp,-,0,0,REJ,Benign
2018-09-06 09:58:58,80.0,tcp,-,0,0,REJ,Benign
2018-09-06 09:59:05,1.0,icmp,-,80,0,OTH,Benign
2018-09-06 09:59:07,123.0,udp,-,96,96,SF,Benign
2018-09-06 09:59:08,123.0,udp,-,96,96,SF,Benign
2018-09-06 09:59:08,123.0,udp,-,96,96,SF,Benign
2018-09-06 09:59:09,8080.0,tcp,-,0,0,REJ,Benign
2018-09-06 09:59:10,0.0,icmp,-,80,0,OTH,Benign
2018-09-06 09:59:13,8080.0,tcp,-,0,0,REJ,Benign
2018-09-06 09:59:15,0.0,icmp,-,136,0,OTH,Benign
2018-09-06 09:59:18,1.0,icmp,-,80,0,OTH,Benign
2018-09-06 09:59:19,8081.0,tcp,-,0,0,REJ,Benign
2018-09-06 09:59:20,123.0,udp,-,96,96,SF,Benign
2018-09-06 09:59:23,10.0,icmp,-,80,0,OTH,Benign
2018-09-06 09:59:28,10.0,icmp,-,80,0,OTH,Benign
2018-09-06 09:59:32,123.0,udp,-,96,96,SF,Benign
2018-09-06 09:59:34,1.0,icmp,-,136,0,OTH,Benign
2018-09-06 09:59:48,123.0,udp,-,96,96,SF,Benign
2018-09-06 09:59:52,10.0,icmp,-,80,0,OTH,Benign
2018-09-06 09:59:54,10.0,icmp,-,80,0,OTH,Benign
2018-09-06 10:00:02,3.0,icmp,-,160,0,OTH,Benign
2018-09-06 10:00:02,1.0,icmp,-,80,0,OTH,Benign
2018-09-06 10:00:05,8081.0,tcp,-,0,0,REJ,Benign
2018-09-06 10:00:07,0.0,icmp,-,56,0,OTH,Benign
2018-09-06 10:00:09,8081.0,tcp,-,0,0,REJ,Benign
2018-09-06 10:00:09,13.0,icmp,-,56,0,OTH,Benign
2018-09-06 10:00:11,8081.0,tcp,-,0,0,REJ,Benign
2018-09-06 10:00:14,123.0,udp,-,96,96,SF,Benign
2018-09-06 10:00:15,8081.0,tcp,-,0,0,REJ,Benign
2018-09-06 10:00:15,123.0,udp,-,96,96,SF,Benign
2018-09-06 10:00:15,123.0,udp,-,96,96,SF,Benign
2018-09-06 10:00:16,10.0,icmp,-,80,0,OTH,Benign
2018-09-06 10:00:18,0.0,icmp,-,160,0,OTH,Benign
2018-09-06 10:00:22,80.0,tcp,-,0,0,REJ,Benign
2018-09-06 10:00:28,123.0,udp,-,96,96,SF,Benign
2018-09-06 10:00:31,8080.0,tcp,-,0,0,REJ,Benign
2018-09-06 10:00:31,1.0,icmp,-,80,0,OTH,Benign
2018-09-06 10:00:32,10.0,icmp,-,80,0,OTH,Benign
2018-09-06 10:00:33,3.0,icmp,-,80,0,OTH,Benign
2018-09-06 10:00:35,10.0,icmp,-,80,0,OTH,Benign
2018-09-06 10:00:35,0.0,icmp,-,56,0,OTH,Benign
2018-09-06 10:00:36,80.0,tcp,-,0,0,REJ,Benign
2018-09-06 10:00:39,10.0,icmp,-,80,0,OTH,Benign
2018-09-06 10:00:39,123.0,udp,-,96,96,SF,Benign
2018-09-06 10:00:40,1.0,icmp,-,80,0,OTH,Benign
2018-09-06 10:00:41,10.0,icmp,-,80,0,OTH,Benign
2018-09-06 10:00:42,1.0,icmp,-,80,0,OTH,Benign
2018-09-06 10:00:44,0.0,icmp,-,80,0,OTH,Benign
2018-09-06 10:00:50,8081.0,tcp,-,0,0,REJ,Benign
2018-09-06 10:00:51,8081.0,tcp,-,0,0,RSTO,Benign
2018-09-06 10:00:55,1.0,icmp,-,56,0,OTH,Benign
2018-09-06 10:00:57,123.0,udp,-,96,96,SF,Benign
2018-09-06 10:01:02,8081.0,tcp,-,0,0,REJ,Benign
2018-09-06 10:01:09,1.0,icmp,-,80,0,OTH,Benign
2018-09-06 10:01:10,0.0,icmp,-,56,0,OTH,Benign
2018-09-06 10:01:10,0.0,icmp,-,56,0,OTH,Benign
2018-09-06 10:01:10,10.0,icmp,-,80,0,OTH,Benign
2018-09-06 10:01:18,8081.0,tcp,-,0,0,REJ,Benign
2018-09-06 10:01:21,123.0,udp,-,96,96,SF,Benign
2018-09-06 10:01:22,10.0,icmp,-,80,0,OTH,Benign
2018-09-06 10:01:24,123.0,udp,-,96,96,SF,Benign
2018-09-06 10:01:24,123.0,udp,-,96,96,SF,Benign
2018-09-06 10:01:32,1.0,icmp,-,80,0,OTH,Benign
2018-09-06 10:01:34,123.0,udp,-,96,96,SF,Benign
2018-09-06 10:01:37,10.0,icmp,-,80,0,OTH,Benign
2018-09-06 10:01:42,0.0,icmp,-,136,0,OTH,Benign
2018-09-06 10:01:44,8081.0,tcp,-,0,0,REJ,Benign
2018-09-06 10:01:45,123.0,udp,-,96,96,SF,Benign
2018-09-06 10:01:47,10.0,icmp,-,80,0,OTH,Benign
2018-09-06 10:01:50,10.0,icmp,-,80,0,OTH,Benign
2018-09-06 10:01:51,10.0,icmp,-,80,0,OTH,Benign
2018-09-06 10:01:52,10.0,icmp,-,80,0,OTH,Benign
2018-09-06 10:01:52,10.0,icmp,-,80,0,OTH,Benign
2018-09-06 10:01:58,80.0,tcp,-,0,0,RSTO,Benign
2018-09-06 10:01:59,1.0,icmp,-,112,0,OTH,Benign
2018-09-06 10:02:05,123.0,udp,-,96,96,SF,Benign
2018-09-06 10:02:07,10.0,icmp,-,80,0,OTH,Benign
2018-09-06 10:02:09,80.0,tcp,-,0,0,REJ,Benign
2018-09-06 10:02:09,10.0,icmp,-,80,0,OTH,Benign
